bookID,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres,main_author
34268,Peter Pan,J.M. Barrie/Michael Hague,04.08,eng,176,213538,5609,2003-10-01,Henry Holt and Co.,"Classics;Fantasy;Fiction;Childrens;Adventure;Young Adult;Childrens,Middle Grade;Audiobook;Fantasy,Fairy Tales;Literature",J.M. Barrie
34270,The Callahan Chronicals (Callahan's #1-3),Spider Robinson,4.31,eng,416,2326,93,1997-10-15,Tor Books,"Science Fiction;Fiction;Humor;Fantasy;Short Stories;Science Fiction Fantasy;Audiobook;Humor,Comedy;Anthologies;Science Fiction,Time Travel",Spider Robinson
34281,The Pinhoe Egg (Chrestomanci #6),Diana Wynne Jones,04.06,eng,515,6899,327,2006-10-03,Greenwillow Books,"Fantasy;Young Adult;Fiction;Childrens;Childrens,Middle Grade;Fantasy,Magic;Young Adult,Young Adult Fantasy;Science Fiction Fantasy;Audiobook;Adventure",Diana Wynne Jones
34284,The Chronicles of Chrestomanci Vol. 1 (Chrestomanci #1-2),Diana Wynne Jones,4.21,en-US,598,13864,391,2007-04-10,Greenwillow Books,"Fantasy;Young Adult;Fiction;Childrens;Fantasy,Magic;Childrens,Middle Grade;Adventure;Young Adult,Young Adult Fantasy;Science Fiction Fantasy;Paranormal,Witches",Diana Wynne Jones
34288,The Time of the Ghost,Diana Wynne Jones,3.66,eng,291,2122,123,1981-01-01,HarperTrophy,"Fantasy;Young Adult;Fiction;Horror;Paranormal,Ghosts;Childrens;Science Fiction,Time Travel;Fantasy,Supernatural;Fantasy,Paranormal;Mystery",Diana Wynne Jones
34295,Whitethorn Woods,Maeve Binchy,3.61,eng,339,11498,1016,2007-03-06,Knopf Publishing Group,"Fiction;Cultural,Ireland;Romance;Womens Fiction,Chick Lit;European Literature,Irish Literature;Contemporary;Audiobook;Adult;Drama;Novels",Maeve Binchy
34296,The Builders,Maeve Binchy,3.97,eng,87,664,82,2006-11-01,New Island Books,"Fiction;Romance;Short Stories;Cultural,Ireland;European Literature,Irish Literature;Womens Fiction,Chick Lit;Contemporary;Family;Novella;Adult",Maeve Binchy
34298,Dublin 4,Maeve Binchy,3.64,en-US,256,2155,59,2006-05-04,Arrow Books,"Fiction;Short Stories;Womens Fiction,Chick Lit;Cultural,Ireland;Romance;European Literature,Irish Literature;Contemporary;Womens Fiction;Novels;Relationships",Maeve Binchy
34299,Victoria Line Central Line,Maeve Binchy,3.6,eng,432,957,53,2006-07-06,Arrow Books,"Fiction;Short Stories;Womens Fiction,Chick Lit;Romance;European Literature,Irish Literature;Cultural,Ireland;Contemporary;Womens Fiction;Novels;European Literature,British Literature",Maeve Binchy
34301,Echoes,Maeve Binchy,3.8,en-US,496,9434,455,1997-02-10,Dell Publishing Company,"Fiction;Cultural,Ireland;Womens Fiction,Chick Lit;Romance;Historical,Historical Fiction;European Literature,Irish Literature;Drama;Contemporary;Adult Fiction;Novels",Maeve Binchy
34303,Firefly Summer,Maeve Binchy,3.91,eng,928,10463,290,2006-08-03,Arrow Books,"Fiction;Womens Fiction,Chick Lit;Cultural,Ireland;Romance;Historical,Historical Fiction;European Literature,Irish Literature;Contemporary;Adult Fiction;Novels;Womens Fiction",Maeve Binchy
34307,Aches & Pains,Maeve Binchy/Wendy Shea,3.53,en-US,99,356,30,2000-06-13,Delacorte Press,"Nonfiction;Humor;Biography;Cultural,Ireland;Autobiography,Memoir;Short Stories;Womens Fiction,Chick Lit;Health;European Literature,Irish Literature",Maeve Binchy
34310,The Glass Lake,Maeve Binchy,3.93,eng,704,17624,670,2005-06-29,The Orion Publishing Group Ltd,"Fiction;Womens Fiction,Chick Lit;Cultural,Ireland;Romance;European Literature,Irish Literature;Contemporary;Drama;Novels;Womens Fiction;Adult Fiction",Maeve Binchy
34312,The Copper Beech,Maeve Binchy,3.91,eng,407,18720,386,2005-06-01,Orion Books,"Fiction;Cultural,Ireland;Womens Fiction,Chick Lit;Romance;European Literature,Irish Literature;Contemporary;Historical,Historical Fiction;Novels;Adult Fiction;Womens Fiction",Maeve Binchy
34317,Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,3.81,eng,96,30,4,1984-02-12,Random House Books for Young Readers,Juvenile Fiction,Kate McMullan
34318,Harry Potter and the Sorcerer's Stone (Harry Potter #1),J.K. Rowling/Mary GrandPré,4.47,eng,424,147,13,1999-11-12,Thorndike Press Large Print,"Fantasy;Fiction;Young Adult;Fantasy,Magic;Childrens;Childrens,Middle Grade;Classics;Adventure;Audiobook;Science Fiction Fantasy",J.K. Rowling
34319,Code Word Kangaroo (Adam Sharp #6),George E. Stanley/Guy Francis,4.14,eng,48,5,0,2004-09-28,Random House Books for Young Readers,Juvenile Fiction,George E. Stanley
34321,The Empty Envelope (A to Z Mysteries #5),Ron Roy/John Steven Gurney,04.06,eng,96,82,12,2009-09-09,Random House Books for Young Readers,"Mystery;Childrens;Fiction;Childrens,Chapter Books;Childrens,Middle Grade;Childrens,2nd Grade;Young Adult;Childrens,Juvenile;Childrens,1st Grade;Audiobook",Ron Roy
34324,The School Skeleton (A to Z Mysteries #19),Ron Roy/John Steven Gurney,3.99,en-US,96,1844,70,2003-01-28,Random House Books for Young Readers,"Mystery;Childrens;Fiction;Childrens,Chapter Books;Childrens,2nd Grade;Childrens,Middle Grade;Adventure;Kids;Childrens,Juvenile;Young Adult",Ron Roy
34325,Moose Master (Adam Sharp #5),George E. Stanley/Guy Francis,4.12,en-US,48,12,2,2004-04-27,Random House Books for Young Readers,Juvenile Fiction,George E. Stanley
34327,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,spa,383,6,0,2006-01-01,Gaia Books,"Nonfiction;Spirituality;Reference;Witchcraft;Spirituality,New Age;Religion,Wicca;Religion,Paganism;Philosophy,Metaphysics;Occult;Health",Judy Hall
34343,Eva Hesse Drawing,Catherine de Zegher/Elisabeth Sussman,4.55,eng,344,51,6,2006-12-28,Yale University Press,Art,Catherine de Zegher
34385,Inferno,Dante Alighieri/Anthony M. Esolen,4.0,eng,560,219,25,2005-10-25,Modern Library,"Classics;Poetry;Fiction;Literature;Religion;Fantasy;Academic,School;Philosophy;European Literature,Italian Literature;Historical,Medieval",Dante Alighieri
34407,The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,3.5,eng,756,217,37,2006-05-01,Mariner Books,"History;Adventure,Pirates;Nonfiction;Biography;North American Hi...,American History;Historical;Literature,19th Century;War",William C. Davis
34420,Wither (Wendy Ward #1),J.G. Passarella,3.71,eng,438,545,40,2000-03-01,Pocket Books,"Horror;Fiction;Paranormal,Witches;Fantasy;Fantasy,Paranormal;Young Adult;Fantasy,Supernatural;Holiday,Halloween;Science Fiction Fantasy;Thriller",J.G. Passarella
34426,Howl's Moving Castle Film Comic Vol. 1,Hayao Miyazaki/Diana Wynne Jones,4.41,eng,176,847,40,2005-08-02,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Young Adult;Sequential Art,Comics;Fantasy,Magic;Fiction;Romance;Childrens;Childrens,Picture Books",Hayao Miyazaki
34427,Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics #1),Hayao Miyazaki/Diana Wynne Jones,4.41,eng,184,1696,86,2005-09-01,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Young Adult;Sequential Art,Comics;Fantasy,Magic;Fiction;Romance;Childrens;Childrens,Picture Books",Hayao Miyazaki
34435,The Theban Plays: Antigone King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles/Ruby Blondell,3.97,en-US,248,57,3,2001-12-01,Focus Publishing,"Classics;Plays;Drama;Fiction;Fantasy,Mythology;Academic,School;Literature;Plays,Theatre;Poetry;Academic,Read For School",Sophocles
34436,The Complete Greek Tragedies Volume 2: Sophocles,Sophocles/David Grene/Richmond Lattimore,4.14,eng,472,32,6,1992-08-01,University of Chicago Press,"Classics;Plays;Drama;Fiction;Fantasy,Mythology;Plays,Theatre;Tragedy;Poetry;Cultural,Greece;Literature",Sophocles
34440,Doctor Faustus,Thomas Mann/John E. Woods,04.08,eng,535,7825,314,1999-07-27,Vintage Books,"Fiction;Classics;European Literature,German Literature;Literature;Cultural,Germany;Music;Novels;Literature,20th Century;Literary Fiction;Historical,Historical Fiction",Thomas Mann
34443,Doctor Faustus,Christopher Marlowe/David Wootton,3.8,eng,192,102,8,2005-03-15,Hackett Publishing Company Inc.,"Classics;Plays;Drama;Fiction;Fantasy;Academic,School;Plays,Theatre;Literature;Horror;Poetry",Christopher Marlowe
34444,Doctor Faustus,Thomas Mann/T.J. Reed/H.T. Lowe-Porter,04.08,eng,580,88,14,1992-06-02,Everyman's Library,"Fiction;Classics;European Literature,German Literature;Literature;Cultural,Germany;Music;Novels;Literature,20th Century;Literary Fiction;Historical,Historical Fiction",Thomas Mann
34449,The Makioka Sisters,Jun'ichirō Tanizaki/Edward G. Seidensticker,04.03,eng,530,4596,441,1995-09-26,Vintage Books,"Cultural,Japan;Fiction;Classics;Asian Literature,Japanese Literature;Historical,Historical Fiction;Cultural,Asia;Literature;Historical;Literature,Asian Literature;Novels",Jun'ichirō Tanizaki
34452,Many Lives Many Masters: The True Story of a Prominent Psychiatrist His Young Patient and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,4.16,eng,217,24345,1914,1996-03-12,Grand Central Publishing,"Nonfiction;Spirituality;Psychology;Self Help;Philosophy;Spirituality,New Age;Autobiography,Memoir;Philosophy,Metaphysics;Biography;Fantasy,Paranormal",Brian L. Weiss
34460,Quicksand,Jun'ichirō Tanizaki/Howard Hibbett,3.65,eng,224,1060,90,1995-06-24,Vintage Books,"Cultural,Japan;Fiction;Asian Literature,Japanese Literature;Classics;LGBT;LGBT,Queer;Cultural,Asia;Literature,20th Century;Novels;Literature",Jun'ichirō Tanizaki
34462,Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,3.69,en-GB,237,3825,272,2001-04-10,Vintage Books,"Cultural,Japan;Fiction;Asian Literature,Japanese Literature;Classics;Cultural,Asia;Literature;Historical,Historical Fiction;Novels;Literature,20th Century;Literature,Asian Literature",Jun'ichirō Tanizaki
34463,Seven Japanese Tales,Jun'ichirō Tanizaki/Howard Hibbett,3.85,eng,298,1291,86,1996-10-01,Vintage Books,"Cultural,Japan;Short Stories;Fiction;Asian Literature,Japanese Literature;Classics;Cultural,Asia;Literature;Literature,20th Century;Historical,Historical Fiction;Literature,Asian Literature",Jun'ichirō Tanizaki
34468,A Cat a Man and Two Women,Jun'ichirō Tanizaki/Paul McCarthy,3.8,eng,164,972,74,1992-04-01,Kodansha,"Cultural,Japan;Fiction;Asian Literature,Japanese Literature;Short Stories;Animals,Cats;Classics;Cultural,Asia;Animals;Literature;Contemporary",Jun'ichirō Tanizaki
34472,The Reed Cutter & Captain Shigemoto's Mother,Jun'ichirō Tanizaki/Anthony H. Chambers,3.67,eng,180,137,14,1995-06-24,Vintage Books,"Cultural,Japan;Asian Literature,Japanese Literature;Fiction;Literature;Novella;Classics;Literary Fiction;Short Stories",Jun'ichirō Tanizaki
34473,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,04.09,eng,56,6674,480,1977-12-01,Leete's Island Books,"Nonfiction;Cultural,Japan;Architecture;Art;Philosophy;Asian Literature,Japanese Literature;Writing,Essays;Design;Classics;Cultural,Asia",Jun'ichirō Tanizaki
34480,Le chat son maître et ses deux maîtresses,Jun'ichirō Tanizaki,3.8,fre,210,29,2,1997-01-23,Gallimard,"Cultural,Japan;Fiction;Asian Literature,Japanese Literature;Short Stories;Animals,Cats;Classics;Cultural,Asia;Animals;Literature;Contemporary",Jun'ichirō Tanizaki
34484,Small Gods (Discworld #13),Terry Pratchett,4.29,eng,400,83353,1758,2005-08-01,Corgi,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Religion;Audiobook;Science Fiction;Novels;Fantasy,High Fantasy",Terry Pratchett
34492,Wintersmith (Discworld #35; Tiffany Aching #3),Terry Pratchett,4.24,eng,325,42146,1230,2006-10-01,HarperTempest,"Fantasy;Young Adult;Fiction;Humor;Fantasy,Magic;Childrens;Humor,Comedy;Audiobook;Science Fiction Fantasy;Paranormal,Witches",Terry Pratchett
34493,Strata,Terry Pratchett,3.49,eng,285,9019,265,1988-04-22,Corgi,"Fantasy;Science Fiction;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Novels;Audiobook;Speculative Fiction;Fantasy,Comic Fantasy",Terry Pratchett
34495,The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett,04.07,eng,502,5761,191,2003-09-30,HarperCollins,"Fantasy;Fiction;Humor;Young Adult;Science Fiction;Childrens;Humor,Comedy;Science Fiction Fantasy;European Literature,British Literature;Audiobook",Terry Pratchett
34497,The Color of Magic (Discworld #1; Rincewind #1),Terry Pratchett,4.0,eng,228,239617,4478,2005-09-13,Harper,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Science Fiction;Fantasy,Magic;Adventure;Fantasy,High Fantasy;Novels",Terry Pratchett
34498,The Truth (Discworld #25; Industrial Revolution #2),Terry Pratchett,4.27,eng,336,43964,880,2002-02-21,Bloomsbury Methuen Drama,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Young Adult;Audiobook;Childrens;Fantasy,Comic Fantasy;Fantasy,High Fantasy",Terry Pratchett
34501,A Hat Full of Sky (Discworld #32; Tiffany Aching #2),Terry Pratchett,4.3,eng,352,51562,1294,2005-05-05,Corgi Childrens,"Fantasy;Young Adult;Fiction;Humor;Childrens;Fantasy,Magic;Audiobook;Paranormal,Witches;Humor,Comedy;Science Fiction Fantasy",Terry Pratchett
34503,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby,4.17,eng,176,26427,517,2002-08-20,Harper Voyager,"Fantasy;Fiction;Humor;Humor,Comedy;Sequential Art,Graphic Novels;Science Fiction Fantasy;Fantasy,Magic;Audiobook;Adventure;Sequential Art,Comics",Terry Pratchett
34504,Wyrd Sisters (Discworld #6; Witches #2),Terry Pratchett,4.13,eng,265,72785,1911,2001-02-06,Hartorch,"Fantasy;Fiction;Humor;Humor,Comedy;Paranormal,Witches;Science Fiction Fantasy;Fantasy,Magic;Audiobook;Fantasy,High Fantasy;Science Fiction",Terry Pratchett
34505,A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,04.06,eng,32,1640,19,1998-05-01,Transworld Publishers,"Fantasy;Fiction;Humor;Cartography,Maps;Reference;Humor,Comedy;Science Fiction Fantasy;Art;Fantasy,Comic Fantasy;Audiobook",Terry Pratchett
34506,The Light Fantastic (Discworld #2; Rincewind #2),Terry Pratchett,3.97,eng,277,91479,2031,2000-02-02,HarperTorch,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Fantasy,Magic;Adventure;Audiobook;Science Fiction;Novels",Terry Pratchett
34507,Equal Rites (Discworld #3; Witches #1),Terry Pratchett,04.03,eng,228,110062,2261,2005-09-13,Harper Perennial,"Fantasy;Fiction;Humor;Humor,Comedy;Fantasy,Magic;Science Fiction Fantasy;Paranormal,Witches;Audiobook;Adventure;Novels",Terry Pratchett
34508,Interesting Times: The Play,Stephen Briggs/Terry Pratchett,4.15,eng,102,21339,176,2002-07-04,Bloomsbury Methuen Drama,"Fantasy;Humor;Fiction;Humor,Comedy;Science Fiction Fantasy;Science Fiction;Fantasy,Comic Fantasy;Fantasy,Magic;Speculative Fiction;Novels",Stephen Briggs
34509,Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,4.0,eng,176,5517,143,2001-11-01,Corgi,"Fantasy;Humor;Food and Drink,Cookbooks;Food and Drink,Cooking;Fiction;Food and Drink,Food;Humor,Comedy;Reference;Science Fiction Fantasy;Paranormal,Witches",Terry Pratchett
34510,Moving Pictures (Discworld #10; Industrial Revolution #1),Terry Pratchett,3.94,eng,396,52713,817,2005-04-01,Corgi,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Audiobook;Fantasy,Magic;Adventure;Novels;Fantasy,Comic Fantasy",Terry Pratchett
34515,Darwin's Watch (The Science of Discworld #3),Terry Pratchett/Ian Stewart/Jack Cohen,3.94,eng,344,3601,95,2006-08-03,Ebury Press,"Fantasy;Fiction;Humor;Humor,Comedy;Science,Popular Science;Science Fiction;Audiobook;Fantasy,Comic Fantasy;Science Fiction Fantasy;European Literature,British Literature",Terry Pratchett
34517,Reaper Man (Discworld #11; Death #2),Terry Pratchett,4.28,eng,352,63287,1445,2005-04-01,Corgi,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Audiobook;Death;Fantasy,Magic;Novels;Fantasy,High Fantasy",Terry Pratchett
34521,Only You Can Save Mankind (Johnny Maxwell #1),Terry Pratchett,3.72,eng,210,9778,317,2006-07-25,HarperTrophy,"Science Fiction;Fiction;Fantasy;Young Adult;Humor;Childrens;Humor,Comedy;Science Fiction Fantasy;Childrens,Middle Grade;Adventure",Terry Pratchett
34523,The Flying Sorcerers: More Comic Tales of Fantasy,Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison,3.99,eng,383,2226,19,1999-02-04,Orbit Books,"Fantasy;Short Stories;Fiction;Humor;Anthologies;Science Fiction;Humor,Comedy;Fantasy,Comic Fantasy;Science Fiction Fantasy",Peter Haining
34524,Where's My Cow? (Discworld #34.5),Terry Pratchett/Melvyn Grant,4.11,eng,32,9116,294,2005-10-01,Doubleday,"Fantasy;Humor;Fiction;Childrens;Childrens,Picture Books;Humor,Comedy;Young Adult;Science Fiction Fantasy;Short Stories;Fantasy,High Fantasy",Terry Pratchett
34529,Lords and Ladies (Discworld #14; Witches #4),Terry Pratchett,4.17,eng,400,53721,814,2005-08-01,Corgi,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Paranormal,Witches;Audiobook;Fantasy,Magic;Fantasy,High Fantasy;Novels",Terry Pratchett
34530,Guards! Guards! (Discworld #8),Terry Pratchett,4.33,eng,355,67,2,2001-07-31,Turtleback Books,"Fantasy;Fiction;Humor;Humor,Comedy;Fantasy,Dragons;Science Fiction Fantasy;Audiobook;Fantasy,Magic;Novels;Fantasy,High Fantasy",Terry Pratchett
34532,Hogfather (Discworld #20; Death #4),Terry Pratchett,4.23,eng,432,60162,1373,2006-10-02,Corgi,"Fantasy;Fiction;Humor;Humor,Comedy;Holiday,Christmas;Science Fiction Fantasy;Audiobook;Fantasy,Magic;Fantasy,High Fantasy;Novels",Terry Pratchett
34534,The Amazing Maurice and His Educated Rodents (Discworld #28),Terry Pratchett,04.05,eng,256,29309,952,2001-11-06,HarperCollins,"Fantasy;Fiction;Young Adult;Humor;Childrens;Humor,Comedy;Animals;Science Fiction Fantasy;Audiobook;Fantasy,Magic",Terry Pratchett
34535,Rincewind the Wizzard,Terry Pratchett,4.21,en-US,649,1585,24,1999-01-01,Science Fiction Book Club,"Fantasy;Humor;Fiction;Humor,Comedy;Science Fiction;Science Fiction Fantasy;Anthologies,Collections;European Literature,German Literature;Audiobook;Adventure",Terry Pratchett
34539,Going Postal (Discworld #33),Terry Pratchett,4.38,en-US,377,969,114,2004-09-28,Harper,"Fantasy;Fiction;Humor;Humor,Comedy;Science Fiction Fantasy;Audiobook;Science Fiction;Adult;Novels;Young Adult",Terry Pratchett
34540,The Last Hero: A Discworld Fable (Discworld #27),Terry Pratchett/Paul Kidby,4.17,eng,160,830,83,2001-10-18,Gollancz,"Fantasy;Fiction;Humor;Humor,Comedy;Sequential Art,Graphic Novels;Science Fiction Fantasy;Fantasy,Magic;Audiobook;Adventure;Sequential Art,Comics",Terry Pratchett
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,4.14,eng,296,41899,746,1999-09-08,Harper Voyager,"Fantasy;Fiction;Humor;Paranormal,Vampires;Humor,Comedy;Science Fiction Fantasy;Paranormal,Witches;Audiobook;Fantasy,Magic;Novels",Terry Pratchett
34542,Truckers (Bromeliad Trilogy #1),Terry Pratchett,3.92,eng,261,7464,176,2004-04-01,HarperCollins,"Fantasy;Fiction;Humor;Young Adult;Childrens;Science Fiction;Humor,Comedy;Audiobook;Adventure;Science Fiction Fantasy",Terry Pratchett
34544,X-Statix Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,3.97,eng,128,400,17,2003-01-01,Marvel Comics,"Sequential Art,Comics;Superheroes,Marvel;Sequential Art,Graphic Novels;Marvel,X Men;Comics,Superheroes;Comics,Comic Book;Graphic Novels Comics",Peter Milligan
34545,Elliott Erwitt: Snaps,Murray Sayle/Charles Flowers/Elliott Erwitt,4.72,en-GB,544,102,6,2003-06-01,Phaidon Press,"Art,Photography;Art;Reference;Nonfiction",Murray Sayle
34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4.0,eng,344,13622,731,2002-08-24,L.A. Weekly Books,"Nonfiction;Biography;Humor;Autobiography,Memoir;Biography,Autobiography;Culture,Film;Biography Memoir;Humor,Comedy;Media Tie In;Audiobook",Bruce Campbell
34558,Real Ultimate Power: The Official Ninja Book,Robert Hamburger,4.0,eng,193,997,117,2004-07-01,Citadel,"Humor;Humor,Comedy;Fiction;Young Adult;Reference;Combat,Martial Arts",Robert Hamburger
34570,Team Yankee,Harold Coyle,04.07,en-US,330,8870,131,1988-09-01,Berkley Books,"Fiction;War,Military Fiction;War;Thriller;Historical,Historical Fiction;Science Fiction,Alternate History;Action;Thriller,Mystery Thriller;Adventure;Novels",Harold Coyle
34578,At Sword's Point (Knights of the Blood #2),Scott MacMillan/Katherine Kurtz,3.52,eng,352,185,8,1994-08-01,Roc,"Fantasy;Fiction;Paranormal,Vampires;Science Fiction Fantasy;Horror;Fantasy,Urban Fantasy",Scott MacMillan
34596,Treasure of Khan (Dirk Pitt #19),Clive Cussler/Dirk Cussler,3.91,eng,552,10987,332,2006-11-28,G.P. Putnam's Sons,"Adventure;Fiction;Thriller;Action;Mystery;Historical,Historical Fiction;Thriller,Mystery Thriller;Suspense;Audiobook;Mystery,Crime",Clive Cussler
34600,The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn,4.13,en-US,120,4088,290,2001-10-09,Multnomah,"Christian;Christian,Christian Living;Nonfiction;Religion,Christianity;Religion,Theology;Religion,Faith;Economics,Finance;Currency,Money;Christian,Christian Non Fiction;Spirituality",Randy Alcorn
34601,Snow Treasure,Marie McSwigan/Mary Reardon,3.97,eng,208,5279,489,2006-10-05,Puffin Books,"Historical,Historical Fiction;Fiction;Childrens;War,World War II;Adventure;Childrens,Middle Grade;Young Adult;Historical;Academic,School;Childrens,Juvenile",Marie McSwigan
34605,The Damnation Game,Clive Barker,3.82,eng,433,15857,350,2002-11-05,Berkley Books,"Horror;Fiction;Fantasy;Thriller;Fantasy,Supernatural;Novels;Fantasy,Dark Fantasy;Adult;Fantasy,Paranormal;Dark",Clive Barker
34612,Texas Hold'em for Dummies,Mark Harlan,3.82,eng,267,103,8,2006-10-01,Wiley Publishing,"Nonfiction;Reference;Sports and Games,Games",Mark Harlan
34627,Soldiers of Destruction: The SS Death's Head Division 1933-1945,Charles W. Sydnor Jr.,3.99,eng,375,71,7,1990-05-21,Princeton University Press,"History;Military,Military History;War,World War II;Nonfiction;Cultural,Germany;War;War,Military Fiction;World War II,Holocaust",Charles W. Sydnor Jr.
34628,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright/Paul Greengrass,3.73,eng,392,159,22,1987-07-30,Viking Penguin,"Nonfiction;History;Biography;Spy Thriller,Espionage;Autobiography,Memoir;Biography,Autobiography;Politics;Literature,Banned Books;Biography Memoir;War",Peter Maurice Wright
34637,Nobody Loves a Centurion (SPQR #6),John Maddox Roberts,4.14,eng,288,641,25,2003-10-10,St. Martin's Griffin,"Mystery;Historical,Historical Fiction;Fiction;Historical;Mystery,Historical Mystery;Mystery,Crime;Roman;Mystery,Detective;Audiobook;European Literature,German Literature",John Maddox Roberts
34641,The Centurion's Empire,Sean McMullen,3.61,eng,416,157,11,1999-05-15,Tor Science Fiction,"Science Fiction;Fiction;Fantasy;Historical,Historical Fiction;Science Fiction,Time Travel",Sean McMullen
34646,The Centurions (The Centurions #1),Damion Hunter,4.14,eng,384,44,7,1981-11-12,Ballantine Books,"Historical,Historical Fiction;Fiction;War;Roman;Historical",Damion Hunter
34657,The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,4.2,eng,234,106,11,1992-02-28,Praeger Publishers,"History;War,Military Fiction;Military,Military History;Nonfiction;Cultural,Israel;Leadership;Autobiography,Memoir;Biography Memoir;Historical",Avigdor Kahalani
34658,Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,4.42,eng,612,1876,161,2005-11-01,Potomac Books,"History;Nonfiction;Military,Military History;War,World War II;War,Military Fiction;War;Cultural,Japan;Military History,Naval History;North American Hi...,American History;Aviation",Jonathan Parshall
34662,Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,Bob Madgic/William L. Crary/Adrian Esteban,3.77,en-US,264,501,76,2007-02-06,Burford Books,"Nonfiction;Adventure;Adventure,Survival;Nature,Outdoors;History;Environment,Nature;Mountaineering,Climbing;Autobiography,Memoir;Sports,Mountaineering;Biography",Bob Madgic
34663,Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,4.19,eng,352,153,10,2002-12-25,Civitas Books,"Nonfiction;Race;Social Movements,Social Justice;Social Science,Social Work;Family Law,Fostering;Parenting,Adoption;Feminism;Sociology;Social Issues;Race,Ethnic Studies",Dorothy Roberts
34672,Shattered Dance,Caitlin Brennan,3.91,eng,442,426,12,2006-09-26,Luna Books,"Fantasy;Romance;Fantasy,Epic Fantasy;Romance,Fantasy Romance;Young Adult;Animals,Horses;Fantasy,High Fantasy;Science Fiction;Science Fiction Fantasy;Fantasy,Magic",Caitlin Brennan
34678,The Shattered Land (Eberron: The Dreaming Dark #2),Keith Baker,3.65,eng,374,515,21,2006-02-07,Wizards of the Coast,"Fantasy;Role Playing Games,Dungeons and Dragons;Fiction;Romance;Games,Role Playing Games;Novels;Fantasy,High Fantasy;Pulp",Keith Baker
34687,Koko's Kitten,Francine Patterson/Ronald H. Cohn,4.3,eng,32,963,92,1987-06-01,Scholastic Press,"Nonfiction;Animals;Childrens,Picture Books;Childrens;Animals,Cats;Science;Biography;Environment,Nature;Childrens,Juvenile;Relationships",Francine Patterson
34706,13th Directorate,Barry Chubin,2.62,eng,0,8,1,1989-02-28,Ivy Books,Fiction,Barry Chubin
34708,The Aviators (Brotherhood of War #8),W.E.B. Griffin,4.25,eng,464,2567,33,1989-05-01,G.P. Putnam's Sons,"Fiction;War,Military Fiction;Historical,Historical Fiction;War;Adventure;Historical;Thriller;Action;Aviation;Novels",W.E.B. Griffin
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,04.03,eng,240,17354,650,2004-05-04,Ballantine Books,"Nonfiction;Humor;Self Help;Philosophy;Writing,Essays;Inspirational;Short Stories;Psychology;Autobiography,Memoir;Education",Robert Fulghum
